Threshold,Sensitivity,Dice
0.1,0.7219462155800387,0.5150047708211899
0.2,0.637246816984002,0.5794657472861591
0.3,0.5763219824203841,0.5948616805936996
0.4,0.5254741838806595,0.5912171718885467
0.5,0.47788482812710387,0.5761782929756428
0.6,0.42739907878584243,0.5486090492479767
0.7,0.37254862521866317,0.508552758024147
0.8,0.30840557555759435,0.45105681968605016
0.9,0.23116841321877202,0.36663210782353195
