epoch,step,train_loss,val_dice,val_loss
0,5,,0.0014236830174922943,11.484508514404297
1,9,0.9276126623153687,,
1,11,,0.0,nan
2,17,,0.0,nan
3,19,0.9932931661605835,,
3,23,,0.0024322979152202606,nan
